#  Timestep    No_Moles    No_Specs   Si192O384
#  Timestep    No_Moles    No_Specs   Si192O384
      23615           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23620           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23625           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23630           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23635           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23640           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23645           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23650           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23655           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23660           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23665           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23670           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23675           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23680           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23685           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23690           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23695           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23700           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23705           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23710           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23715           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23720           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23725           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23730           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23735           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23740           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23745           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23750           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23755           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23760           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23765           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23770           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23775           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23780           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23785           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23790           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23795           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23800           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23805           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23810           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23815           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23820           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23825           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23830           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23835           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23840           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23845           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23850           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23855           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23860           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23865           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23870           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23875           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23880           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23885           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23890           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23895           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23900           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23905           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23910           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23915           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23920           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23925           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23930           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23935           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23940           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23945           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23950           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23955           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      23960           1           1           1
