#  Timestep    No_Moles    No_Specs   Si192O384          O2
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15850           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15855           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15860           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15865           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15870           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15875           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15880           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15885           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15890           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15895           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15900           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15905           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15910           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15915           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15920           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15925           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15930           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15935           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15940           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15945           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15950           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15955           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15960           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15965           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15970           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      15975           9           2           1           8
