#  Timestep    No_Moles    No_Specs   Si192O384           H
      19380           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19385           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19390           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19395           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19400           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19405           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19410           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19415           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19420           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19425           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19430           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19435           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19440           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19445           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19450           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19455           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19460           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19465           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19470           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19475           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19480           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19485           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19490           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19495           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19500           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19505           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19510           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19515           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19520           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19525           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19530           2           2           1           1
